activity_0_cnt,activity_1_cnt,activity_2_cnt,activity_3_cnt,activity_4_cnt,text_change_0_cnt,text_change_1_cnt,text_change_2_cnt,text_change_3_cnt,text_change_4_cnt,text_change_5_cnt,text_change_6_cnt,text_change_7_cnt,text_change_8_cnt,text_change_9_cnt,text_change_10_cnt,text_change_11_cnt,text_change_12_cnt,text_change_13_cnt,down_event_0_cnt,down_event_1_cnt,down_event_2_cnt,down_event_3_cnt,down_event_4_cnt,down_event_5_cnt,down_event_6_cnt,down_event_7_cnt,down_event_8_cnt,down_event_9_cnt,down_event_10_cnt,down_event_11_cnt,down_event_12_cnt,down_event_13_cnt,down_event_14_cnt,down_event_15_cnt,up_event_0_cnt,input_word_length_median,input_word_length_skew,down_time_mean,up_time_mean,down_time_std,up_time_std,cursor_position_std,word_count_std,down_time_median,up_time_median,action_time_median,cursor_position_median,word_count_median,down_time_min,up_time_min,action_time_min,cursor_position_min,word_count_min,down_time_max,down_time_quantile,up_time_quantile,action_time_quantile,cursor_position_quantile,word_count_quantile,activity,down_event,up_event,text_change,inter_key_largest_lantency,inter_key_median_lantency,mean_pause_time,std_pause_time,total_pause_time,pauses_half_sec,pauses_1_sec,pauses_1_half_sec,pauses_2_sec,pauses_3_sec,P-bursts_mean,P-bursts_std,P-bursts_count,P-bursts_median,P-bursts_max,P-bursts_first,P-bursts_last,R-bursts_mean,R-bursts_std,R-bursts_median,R-bursts_max,R-bursts_first,R-bursts_last,keys_per_second,product_to_keys,action_time_std,action_time_gap_min,action_time_gap_std,word_event_ratio,time_diff_Leftclick_std,time_diff_ArrowLeft_std,time_diff_ArrowUp_std,time_diff_Delete_std,time_diff_ArrowLeft_mean,time_diff_Shift_sum,time_diff_comma_sum,time_diff_Enter_sum,time_diff_q_median,time_diff_Leftclick_median,time_diff_ArrowDown_median,time_diff_Enter_median,time_diff_Leftclick_max,time_diff_ArrowUp_max,time_diff_Enter_max,cursor_position_diff_Backspace_std,cursor_position_diff_Shift_std,cursor_position_diff_comma_mean,cursor_position_diff_CapsLock_mean,cursor_position_diff_abostrove_mean,cursor_position_diff_Space_sum,cursor_position_diff_comma_median,cursor_position_diff_ArrowUp_median,cursor_position_diff_Delete_median,cursor_position_diff_Leftclick_max,cursor_position_diff_ArrowLeft_max,word_count_diff_q_std,word_count_diff_ArrowRight_std,word_count_diff_Enter_std,word_count_diff_dot_mean,word_count_diff_q_sum,time_diff_Remove/Cut_std,time_diff_Nonproduction_std,time_diff_Remove/Cut_mean,time_diff_Nonproduction_sum,time_diff_Replace_sum,time_diff_Replace_median,cursor_position_diff_Paste_mean,cursor_position_diff_Replace_median,word_len_count,word_len_mean,word_len_std,word_len_min,word_len_max,word_len_first,word_len_last,word_len_sem,word_len_q1,word_len_median,word_len_q3,word_len_skew,word_len_kurt,word_len_sum,word_len_ge_5_count,word_len_ge_6_count,word_len_ge_7_count,word_len_ge_8_count,word_len_ge_9_count,word_len_ge_10_count,word_len_ge_11_count,word_len_ge_12_count,sent_count,sent_len_mean,sent_len_std,sent_len_min,sent_len_max,sent_len_first,sent_len_last,sent_len_sem,sent_len_q1,sent_len_median,sent_len_q3,sent_len_skew,sent_len_kurt,sent_len_sum,sent_word_count_mean,sent_word_count_std,sent_word_count_min,sent_word_count_max,sent_word_count_first,sent_word_count_last,sent_word_count_sem,sent_word_count_q1,sent_word_count_median,sent_word_count_q3,sent_word_count_skew,sent_word_count_kurt,sent_word_count_sum,sent_len_ge_50_count,sent_len_ge_60_count,sent_len_ge_75_count,sent_len_ge_100_count,paragraph_count,paragraph_len_mean,paragraph_len_std,paragraph_len_min,paragraph_len_max,paragraph_len_first,paragraph_len_last,paragraph_len_sem,paragraph_len_q1,paragraph_len_median,paragraph_len_q3,paragraph_len_skew,paragraph_len_kurt,paragraph_len_sum,paragraph_word_count_mean,paragraph_word_count_std,paragraph_word_count_min,paragraph_word_count_max,paragraph_word_count_first,paragraph_word_count_last,paragraph_word_count_sem,paragraph_word_count_q1,paragraph_word_count_median,paragraph_word_count_q3,paragraph_word_count_skew,paragraph_word_count_kurt,paragraph_word_count_sum,word_len_ge_6_count_mp,word_len_ge_6_count_mt,word_len_ge_6_count_mi,word_len_ge_6_count_md,word_len_ge_6_count_mk
2215,319,40,0,0,2043,430,25,22,0,3,4,1,3,3,0,0,0,0,1791,377,319,34,0,6,0,20,17,0,0,0,0,2,0,0,1791,4.0,1.3934746278127577,902954.3655788656,903081.1223776224,457548.5678336424,457545.2001438229,557.5649769890877,97.45999474602672,930572.0,930864.0,121.0,771.5,148.0,32257,32390,0,0,0,1796392,930822.0,930906.0,121.0,772.0,148.0,3,12,12,10,29.04,0.1255,0.437539463299132,1.6337544914930182,1108.7250000000006,131,50,26,33,65,26.18279569892473,28.26579828995949,93,18.0,191,60,2,5.5,8.704203461244278,2.5,53.0,6.0,2.0,1.436307635103041,0.7482241515390686,52.96824117224011,-251.0,3426.0001595555736,0.1262626262626262,60956.58063162664,,,,,154450,25126,0,132.0,7236.0,,,144443.0,,,0.0,0.0,1.0,,1.0,377,1.0,,,172.0,,0.4097442517243892,,,0.0,382,2961.91038873629,23347.183354118974,819.9028213166144,343923,0,,,,325,4.781538461538462,2.7020164114156224,1,14,3,10,0.1498809033616035,3.0,4.0,6.0,1.038165311469766,0.6018525313347571,1554,141,110,74,54,32,25.0,14.0,8.0,18,103.38888888888889,38.62053536182515,20,191,20,144,9.10294748246714,90.5,107.5,114.0,0.0487574132488409,1.2585409664697744,1861,18.05555555555556,6.130657984283697,5,28,5,25,1.4450099446074842,16.5,19.0,21.0,-0.5179609226476682,0.1348504718661369,325,16,16,14.0,10.0,1,1896.0,,1896,1896,1896,1896,,1896.0,1896.0,1896.0,,,1896,325.0,,325,325,325,325,,325.0,325.0,325.0,,,325,5500,2763860,795960.0,1870,876.4940239043825
3233,486,64,0,0,2908,697,26,56,18,5,4,0,2,0,0,0,0,0,2553,590,486,45,0,19,0,23,43,0,0,12,0,4,0,0,2553,4.0,1.4410911517627158,608743.2519164684,608827.5633095427,375062.9159612702,375062.1305412276,757.6192149977638,142.08909967855703,540029.0,540083.0,79.0,1227.0,210.0,824,933,0,0,0,1792123,540029.0,540083.0,79.0,1227.0,210.0,3,13,13,12,108.956,0.047,0.2790591556870095,2.987809769580392,1037.8209999999883,77,21,15,11,36,79.73913043478261,89.77340234231932,46,50.5,497,33,1,3.3986013986013988,5.004420384245468,2.0,35.0,2.0,1.0,2.076042668566124,0.7289593976875505,48.67502826136799,-172.0,4817.824259019058,0.1266190853819719,51218.35638682015,,,,,90838,5005,23610,43.0,5187.0,,168.0,221108.0,,6365.0,1.632993161855451,0.0,1.0,,1.0,590,1.0,,,1312.0,,0.3715200084286158,,0.0,0.0,422,5636.190973449188,28644.566434592907,741.9609053497942,500976,0,,,,483,4.567287784679089,2.400105092355864,1,13,9,5,0.1092085631141564,3.0,4.0,6.0,0.9144184688349624,0.5029207719288906,2206,210,137,95,60,39,20.0,13.0,5.0,22,121.22727272727272,44.650955109692696,54,216,60,78,9.519615615348686,79.5,122.5,147.75,0.373047266007136,-0.5960399875505411,2667,21.954545454545453,8.352229657985959,8,38,9,16,1.7807013462491814,16.25,21.5,27.75,0.209898797755655,-0.6915414304153948,483,22,21,19.0,14.0,4,676.25,227.56885404934772,460,897,501,460,113.78442702467387,490.75,674.0,859.5,0.0136033917416842,-5.601711306286916,2705,120.25,42.46076620442296,82,158,85,82,21.23038310221148,84.25,120.5,156.5,-0.0024002908386161,-5.963989031844323,481,2877,685685,710619.0,5891,2914.8936170212764
3913,749,126,0,0,3720,782,52,40,26,16,4,0,6,8,0,4,0,0,3106,683,749,81,0,41,0,43,35,0,0,18,0,13,0,0,3106,4.0,1.771139813194255,793828.0831244779,793950.5906432748,458712.4444168457,458717.7480397947,747.1052629204497,157.79885712500436,761258.0,761399.0,119.5,1247.0,275.0,4451,4551,0,0,0,1794402,761312.0,761438.0,120.0,1247.0,275.0,3,17,17,15,18.122,0.063,0.1595647790647781,0.5359105511603957,743.8909999999956,155,47,22,21,17,116.76315789473684,100.25735376695704,38,92.0,338,186,34,3.3891402714932126,7.015740075213857,2.0,63.0,3.0,3.0,2.6037303379822934,0.6392106392106393,77.55423815445718,-195.0,1719.9936670017717,0.1146616541353383,10650.49202474847,,,,,177783,23184,37821,21.0,3424.0,,882.5,39861.0,,10525.0,3.9462969845403513,0.0,1.0,,1.0,683,1.0,,,599.0,,0.3395953028187996,,0.0,0.0,413,620.3165658618036,9176.341935265013,226.2656875834446,565995,0,,,,551,4.3321234119782215,2.316039493935513,1,13,5,4,0.0986665996684972,3.0,4.0,6.0,1.0630540092571006,1.1396614252763086,2387,211,141,91,54,33,22.0,9.0,5.0,34,85.44117647058823,43.41357920259554,1,185,97,76,7.445367409217382,56.75,76.5,110.0,0.2600891071480684,-0.4197375197766093,2905,16.235294117647058,8.64469998262874,1,38,17,16,1.4825538160022995,9.0,16.0,21.0,0.4028332819163586,-0.2377529468005623,552,27,25,19.0,13.0,6,495.1666666666667,209.23232701154635,140,734,385,505,85.41873981223975,415.0,554.0,603.75,-0.9816252091266872,0.904645038274646,2971,92.66666666666669,39.96331651235501,27,140,69,93,16.3149556474352,75.0,102.5,114.25,-0.8084931702015341,0.4233821761948446,556,6627,3268944,482784.0,4935,2238.095238095238
3726,351,142,3,0,3262,746,33,23,8,1,2,0,0,0,0,0,0,0,2970,693,351,127,0,15,0,32,23,0,0,8,0,1,0,0,2969,4.0,2.4107888120225844,879378.5286594031,879514.382283278,492284.128264932,492278.18502698565,982.8024022590472,175.2643142987779,821417.0,821550.0,138.0,1862.5,347.0,48988,49072,0,0,0,1856859,821469.0,821610.0,138.0,1863.0,347.0,4,10,11,13,40.859,0.06,0.2467809663968598,1.0367591968901726,1006.1259999999976,190,62,31,25,52,57.2054794520548,68.10550616182658,73,31.0,377,255,84,4.443037974683544,8.808135568373544,2.0,68.0,1.0,19.0,2.2550477227170758,0.8091734118224184,59.77776805827231,-220.0,1618.1693601468253,0.1437707247749881,11974.550574282275,,,,,145672,32170,13318,45.0,8046.5,,1327.0,35262.0,,7160.0,2.799790677680715,0.0,1.0,,1.0,693,1.0,,,399.0,,0.4137164479253583,,0.0,0.0,647,1031.5994956760303,6545.71110376105,367.977207977208,332251,395,152.0,,-5.0,607,4.3311367380560135,2.3716009255181865,1,14,3,7,0.0962603121407834,2.0,4.0,5.5,1.1598830670649298,1.0086869076012772,2629,215,152,104,71,45,25.0,15.0,6.0,31,103.38709677419357,44.71441036873522,15,198,128,15,8.030945179225846,71.5,96.0,136.5,0.0391074394171624,-0.5618816845566572,3205,19.580645161290324,9.025054731314698,3,43,25,3,1.6209476808259504,13.0,18.0,25.0,0.3927911271252262,0.0938962903182969,607,27,26,22.0,14.0,5,658.2,427.8489219338994,415,1406,423,1406,191.33985470884,418.0,423.0,629.0,2.005105462788703,4.034000705923555,3291,127.2,79.213003982932,76,265,86,265,35.4251323215595,85.0,86.0,124.0,1.9593794059177387,3.858113570269978,636,9424,4889840,1223068.0,3496,2533.3333333333335
4370,856,371,5,0,4147,957,37,45,12,15,0,2,4,2,0,0,0,0,3472,803,865,299,0,61,0,32,35,0,0,11,0,14,0,0,3472,4.0,1.8945992783525556,910854.6899321672,910919.3461263834,476885.5893735988,476880.4030658583,1002.4897374094916,189.5710394296056,910756.5,910825.0,64.0,1376.0,246.0,74409,74481,0,0,0,1805215,910816.0,910882.0,64.0,1376.0,246.0,4,15,15,20,46.3,0.051,0.1804747416762323,0.9590641151006822,943.16099999999,161,65,29,24,33,86.91071428571429,100.564638062151,56,58.5,461,66,9,7.19327731092437,14.719569189834033,2.0,107.0,77.0,2.0,3.019329253637524,0.6381553769613472,52.0074429013077,-73.0,1343.1195447168222,0.1104962513388075,6971.940158177566,,,,,106381,34616,5204,58.0,2733.0,,512.0,33692.0,,1016.0,3.530562042585378,0.0,1.0,,1.0,803,1.0,,,776.0,,0.4330394335465271,,0.0,0.0,806,846.460038960479,3643.674633298184,225.0771028037383,453922,3737,569.0,,-3.0,620,4.32258064516129,2.34554672779938,1,12,6,7,0.0941994234306235,2.0,4.0,6.0,0.9243407007825952,0.4907359868008196,2680,246,156,107,68,40,25.0,11.0,4.0,27,121.22222222222224,71.2197754156555,23,360,83,113,13.706252169284465,79.0,113.0,146.5,1.4573754382699975,3.660336365921408,3273,22.96296296296296,13.180642804102716,5,65,15,23,2.536615890347002,15.5,23.0,28.0,1.358821403662181,2.753577706023933,620,23,22,22.0,15.0,4,831.25,317.4748021497139,431,1192,776,431,158.73740107485696,689.75,851.0,992.5,-0.3435570805208875,0.5079104545339863,3325,155.5,61.53860576906175,81,225,136,81,30.769302884530877,122.25,158.0,191.25,-0.201676316336739,-0.7997990986773988,622,10140,5400096,426348.0,5460,3058.823529411765
2260,189,368,3,0,1976,409,21,14,16,6,0,1,0,0,0,0,6,0,1829,376,161,67,137,36,125,20,13,0,0,16,0,5,28,0,1829,4.0,2.027776770601035,997882.0528368794,997948.9868794326,460160.6530512427,460154.5309569862,592.6415407760123,96.80568782298226,1012516.0,1012567.5,60.0,897.5,150.0,80858,81045,0,0,0,1796047,1012602.0,1012656.0,60.0,898.0,150.0,4,17,17,12,28.218,0.148,0.4435704369130254,1.352718297549184,1086.3039999999992,165,79,31,40,59,27.391752577319583,39.36568850244433,97,20.0,326,326,204,4.0212765957446805,5.439346834597792,2.0,33.0,1.0,1.0,1.427691145341757,0.8411596570028583,95.3902715868568,-20.0,1898.391497248999,0.1195035460992907,5709.7727540175365,1108.8427955130926,,235.9459964218788,361.64,145712,25476,27827,154.0,3657.0,,1078.5,20313.0,,6491.0,0.0,0.0,1.0,,1.0,376,1.0,,0.0,488.0,-1.0,0.3917542137410372,0.0,0.0,0.0,346,1975.422757960152,3874.7602171316257,685.957671957672,439207,1136,391.0,,-4.0,342,4.918128654970761,2.477883167584181,1,13,5,3,0.1339885762805004,3.0,4.0,7.0,0.6538731292855648,-0.3182907838635636,1682,164,124,97,63,29,16.0,7.0,3.0,19,105.47368421052632,49.41588635814806,29,205,199,73,11.336781833718817,72.0,100.0,129.0,0.5300052427217624,-0.1568296826703847,2004,17.94736842105263,8.455594362514784,5,35,35,13,1.9398463859881137,13.5,17.0,21.5,0.6450205811867336,0.1620398762903421,341,17,16,13.0,10.0,6,340.6666666666667,174.69363659465867,89,575,89,186,71.31837849468475,234.5,390.5,410.0,-0.3439788808200147,-0.5061789950421245,2044,58.16666666666666,28.743115117653247,15,98,15,37,11.734327609387956,43.25,64.5,69.25,-0.3071484854944666,0.1252687658954769,349,9796,3159024,453468.0,1612,837.8378378378379
2035,193,112,1,1,1819,362,19,19,6,0,0,0,1,0,0,0,0,0,1660,332,193,23,18,38,28,19,18,1,0,6,0,0,0,0,1660,4.0,1.5572751217795258,336205.42356959864,336277.37702818104,202231.1785765646,202230.00091792428,410.24614644978953,86.96177841183417,331384.0,331457.0,69.0,562.5,161.0,17800,17903,0,0,0,1514244,331472.0,331557.0,69.0,563.0,161.0,5,16,16,10,9.998,0.066,0.1580139138240569,0.4114752318707042,352.0549999999988,95,20,11,10,8,116.89473684210526,94.54798589830934,19,93.0,299,258,36,3.86,6.904627256486797,1.0,38.0,1.0,1.0,1.4887893095839808,0.8200179533213644,55.977072894801495,-95.0,7333.469718958271,0.1276686592655849,53410.94959966672,140.72414758770333,,,33.214285714285715,58581,13156,1685,69.0,3651.0,925.0,240.0,277061.0,,534.0,8.134442168674473,0.0,1.0,,,332,1.0,,,960.0,-1.0,0.2980140809204331,0.0,0.0,0.0,156,624.982776748871,32670.050105554277,265.5958549222798,985985,737,737.0,114.0,-14.0,300,5.003333333333333,2.863095050193706,1,14,3,5,0.1653008697944821,3.0,4.0,7.0,0.9408716138627758,0.1895503017708981,1501,137,107,78,51,40,33.0,23.0,7.0,20,89.1,55.0740171807092,19,269,78,269,12.314924621005709,55.5,78.5,103.0,2.0792472074919357,5.595830763452367,1782,15.05,8.599112561311502,4,43,11,43,1.9228200233264845,10.0,12.5,17.25,2.068781396487923,5.518602848565244,301,17,14,11.0,6.0,4,455.25,125.0236644266463,345,610,345,363,62.51183221332315,358.5,433.0,529.75,0.5763925780246246,-2.6012745940453925,1821,76.0,22.949219304078007,55,103,55,59,11.474609652039003,58.0,73.0,91.0,0.3772776639318063,-3.596731293062009,304,2140,1407692,390657.0,1926,1621.2121212121212
3070,584,94,1,0,2904,634,29,45,9,14,2,0,0,6,2,2,0,0,2450,532,584,43,0,47,1,28,36,0,0,9,2,8,0,0,2449,4.0,2.138807958039348,857535.4331821819,857604.5860229394,465043.3372739845,465038.19350664027,619.8078134744267,114.95190577871128,886041.0,886100.0,64.0,1113.0,188.0,39085,39304,0,0,0,1808310,886041.0,886100.0,64.0,1113.0,188.0,4,17,18,18,32.077,0.111,0.2598579638752046,1.0506786253905236,949.5209999999976,210,57,21,23,24,80.15555555555555,93.64122915671172,45,42.0,395,12,28,3.4761904761904763,4.407332459958446,2.0,32.0,8.0,8.0,2.0652141967368034,0.6516146688560481,95.46252543593036,-56.0,2110.917562027115,0.1029607895438783,12360.728409347965,,,,665.0,101181,18800,8389,109.0,4636.5,,942.0,58433.0,,1541.0,2.6340018090740043,0.0,1.0,0.0,1.0,532,1.0,,,920.0,-1.0,0.3808896018439094,,0.0,0.0,431,2063.3418131817784,10193.653562742997,467.6284246575343,567729,78,78.0,,-2.0,387,5.002583979328166,2.602807081732484,1,13,2,11,0.1323081196052609,3.0,4.0,7.0,0.8052873581383171,-0.0863193640797339,1936,178,140,103,65,49,30.0,18.0,4.0,26,88.34615384615384,39.03633415954148,30,170,79,161,7.655654985331948,60.25,78.5,104.5,0.8310645083119862,-0.0665572795238804,2297,14.884615384615383,6.999010919133777,5,30,13,29,1.3726189712504655,10.0,13.5,18.75,0.9450114253001284,0.1131482283903699,387,22,19,15.0,7.0,5,474.6,100.9272014870124,361,581,391,468,45.13601666075552,391.0,468.0,572.0,0.0316094718995375,-2.777066721257248,2373,83.2,17.49857137025763,63,105,68,87,7.82559901860554,68.0,87.0,93.0,-0.0309440209669527,-1.9317279596375536,416,7980,2632000,649110.0,5040,1261.2612612612613
2694,624,321,2,2,2603,629,37,28,8,5,0,0,4,0,0,0,0,0,2111,518,580,285,4,32,0,31,24,0,0,6,0,5,44,0,2111,4.0,1.7225148034291686,895540.5794674719,895667.9623936316,471555.3759768691,471564.40180768026,544.3053783261787,112.82497609147454,977085.0,977252.0,137.0,705.0,159.0,65283,65405,0,0,0,1797457,977085.0,977252.0,137.0,705.0,159.0,5,12,12,15,114.58,0.06,0.3139156118143451,3.560436307383714,1041.5719999999972,82,34,15,17,31,71.33333333333333,76.45141059403797,45,51.0,311,60,52,6.5,10.356792838264983,2.0,51.0,2.0,11.0,1.9154610846197364,0.5889089813140446,83.56621411272151,-208.0,4440.026043728237,0.0993686522097172,26284.78396277764,,,284.19822683350185,,98908,6168,2315,-20.0,2374.0,,361.0,125065.0,,587.0,2.707196760364311,0.0,1.0,,1.0,520,1.0,,0.0,1569.0,,0.4105218647154542,0.0,0.0,0.0,432,6180.2600063733735,9573.118293202202,678.9198717948718,440884,1314,657.0,2.0,-11.0,362,4.262430939226519,2.235491270611265,1,12,9,9,0.1174948126394524,3.0,4.0,5.0,1.1025825579438002,0.6076448888410932,1543,120,88,57,43,27,9.0,5.0,1.0,25,75.2,24.37724348649781,35,133,35,35,4.8754486972995625,58.0,73.0,87.0,0.3126218649925686,0.0054324577291113,1880,14.48,4.69148164229596,7,26,7,7,0.938296328459192,11.0,14.0,18.0,0.4467469305459368,0.0475106973112291,362,22,18,12.0,3.0,4,487.0,144.83553891684642,302,642,302,548,72.41776945842321,417.5,502.0,571.5,-0.528933736107264,-0.1429832409306595,1948,96.0,29.097537123726926,57,125,57,109,14.548768561863463,84.0,101.0,113.0,-0.8865106170623976,0.6795709591419179,384,2992,542784,208912.0,2112,1466.6666666666667
1351,64,510,1,2,1130,250,11,10,4,4,4,0,0,0,0,0,0,1,1080,239,63,293,1,12,17,11,9,87,79,4,0,4,0,0,1080,4.0,1.2710486734201023,582452.8065352697,582576.8065352697,274169.57961869123,274187.2245040333,421.9892867459109,75.24362702010538,544712.0,544892.5,135.0,670.5,120.0,120434,120648,0,0,0,1778402,544800.0,544924.0,135.0,671.0,120.0,5,19,19,12,34.318,0.091,0.2928070671378091,1.5410713040036694,414.32199999999983,84,28,10,7,12,80.88888888888889,60.66580477732944,18,67.0,222,83,166,1.8285714285714283,2.021730683840751,1.0,10.0,1.0,1.0,0.8533653048805862,0.9469964664310954,90.9675147454986,-162.0,4993.442339239365,0.1218879668049792,16422.943550798904,341.051121750184,19604.626817539327,,370.6470588235294,57846,30673,10708,76.0,5917.0,367.0,2978.0,41574.0,114317.0,4006.0,0.0,0.0,1.0,,1.0,239,1.0,-86.0,,280.0,0.0,0.4156681475944328,,0.0,0.0,236,458.3764241107472,9247.66962761038,410.578125,1044756,1013,1013.0,39.5,-8.0,237,4.59915611814346,2.3496482167492654,1,15,11,3,0.1526260528008143,3.0,4.0,6.0,1.357592936228618,2.9338976543439066,1090,104,72,37,18,13,10.0,8.0,5.0,12,109.58333333333331,58.8672749548173,35,228,74,107,16.993518520811744,70.5,100.5,152.0,0.6108302299704187,-0.1653302786730872,1315,19.75,10.746035209660944,7,42,11,21,3.102113160509472,11.75,18.5,27.75,0.6995856560519359,-0.0825779700092508,237,10,10,8.0,6.0,3,445.3333333333333,219.97802920594896,280,695,695,280,127.004374377858,320.5,361.0,528.0,1.471617163568529,,1336,79.0,39.35733730830886,51,124,124,51,22.72296928953902,56.5,62.0,93.0,1.5810836717780357,,237,2016,2208456,426024.0,648,791.2087912087912
2366,195,36,2,0,2048,448,21,20,9,6,0,7,0,1,0,0,0,0,1898,411,194,19,0,17,0,18,20,0,0,8,0,5,1,0,1898,4.0,1.4560274100827868,853917.8630242401,853988.5167372066,565793.6198184635,565783.1531566516,646.1955821440391,113.0136104070498,701171.0,701269.0,70.0,995.0,186.0,7108,7302,0,0,0,1852160,701171.0,701269.0,70.0,995.0,186.0,4,12,12,12,70.233,0.092,0.377913315111284,1.9122318391202715,967.8359999999984,92,31,23,35,66,24.38,21.615454628294977,100,16.0,109,27,34,5.909090909090909,8.408937345035177,3.0,36.0,1.0,4.0,1.388011934409526,0.8406872315501757,34.88464627421919,-162.0,7728.90119641208,0.1427472104655636,89659.9818186278,,,,,115075,19677,30909,86.0,7708.0,,497.0,357761.0,,22362.0,0.0,0.0,1.0,,1.0,411,1.0,,-6.0,811.0,,0.40773898137407,,0.0,0.0,396,1899.7351635618247,62459.286765033095,650.5538461538462,695669,2479,1239.5,,-6.5,373,4.715817694369973,2.7629833667532053,1,15,2,7,0.1430618558447158,3.0,4.0,6.0,1.0450036496575714,0.604323966164606,1759,142,106,91,67,47,29.0,17.0,5.0,15,141.13333333333333,62.53669399031336,48,261,190,77,16.146904956756874,91.0,159.0,181.0,0.1801403415066846,-0.7893212562395808,2117,24.866666666666667,11.338094238115191,8,49,36,15,2.927483344130028,17.0,25.0,29.5,0.4551889679847253,0.0379648535836407,373,14,13,13.0,9.0,5,429.2,259.7444898356845,168,797,191,517,116.16126721071872,191.0,473.0,517.0,0.456033111248206,-0.7949247893674478,2146,75.4,46.26877997094802,27,142,36,88,20.6920274502041,36.0,84.0,88.0,0.5195149409894965,-0.4715994282762583,377,3286,2085762,817048.0,2120,1152.1739130434783
1876,187,140,3,0,1685,328,17,16,3,7,0,0,0,4,0,2,0,0,1533,305,170,56,5,53,16,16,14,0,7,3,0,5,17,0,1533,4.0,1.4143873610594626,641323.6450589302,641467.2529465095,344436.2353961235,344433.7045352213,489.4251758386874,80.92853347466131,615364.0,615506.5,144.0,838.0,134.5,3541,3969,0,0,0,1798976,615524.0,615668.0,144.0,838.0,135.0,4,16,16,13,32.892,0.069,0.2316994667959284,1.1544101045388513,477.9960000000003,100,35,6,10,17,69.25925925925925,57.88755186539383,27,48.0,225,225,130,2.077777777777778,2.0945503273156096,1.5,18.0,2.0,1.0,1.148968212065113,0.8119243819680078,47.07168182968277,-215.0,6097.568991861788,0.1210335448776065,30479.186934796333,284.474134735187,344.38274665040376,379.420077998299,361.25,166516,8759,1856,45.0,3834.5,,670.0,154281.0,1064.0,842.0,0.2300894966542111,0.0,1.0,,1.0,305,1.0,-105.0,0.0,1196.0,-1.0,0.3972500547959284,0.0,0.0,0.0,291,2471.1833021739767,22848.450890327036,540.1497326203208,1056738,2137,762.0,,-3.0,267,5.164794007490637,2.962642759271137,1,14,4,6,0.1813107924040337,3.0,4.0,7.0,0.8117076531838573,-0.1141283852304115,1379,133,102,72,54,44,33.0,20.0,7.0,15,108.73333333333332,33.76064206114795,50,165,72,133,8.716960297339709,88.5,113.0,132.5,-0.2977466242204274,-0.6406497636338684,1631,17.8,5.8943071809040575,8,27,10,24,1.521903569938147,13.0,18.0,22.5,-0.2773103055778255,-1.153952279325591,267,15,13,12.0,9.0,4,418.0,303.7707468909188,1,730,464,1,151.8853734454594,348.25,470.5,540.25,-0.9950350614504142,2.0529112581051887,1672,70.5,49.98999899979995,2,122,77,2,24.994999499899976,58.25,79.0,91.25,-0.9786991607705972,2.0140515589989505,282,3570,893418,391119.0,1428,1478.2608695652173
1915,325,89,4,1,1837,362,14,13,4,2,0,0,0,0,0,0,0,0,1574,316,325,22,14,49,1,12,12,0,0,4,0,2,0,0,1573,4.0,2.270718240603842,590843.826906598,590940.1992287918,329734.33197721274,329737.25704387936,421.10885466632914,75.09135351334149,574536.0,574644.0,85.5,678.0,129.0,1392,1472,0,0,0,1669380,574574.0,574665.0,86.0,678.0,129.0,5,13,14,19,172.494,0.048,0.3036392857142853,3.918222232289682,680.151999999999,57,29,12,7,27,72.12121212121212,77.17664704095954,33,51.0,378,235,9,3.779069767441861,4.128526764129555,2.0,19.0,1.0,2.0,1.3428982862459635,0.5379464285714286,138.66992551908731,-147.0,5894.800799157231,0.1071122536418166,25734.97451065048,,,,1536.0,40883,4836,7452,29.0,5792.5,,429.0,149355.0,,6532.0,11.822422239809164,0.0,1.0,,1.0,316,1.0,,,918.0,-1.0,0.37885317681271,0.0,0.0,0.0,252,9601.681388149898,21504.56391411748,920.0707692307692,790758,3662,458.0,2.0,-10.5,209,4.70334928229665,2.468657038661047,1,12,6,9,0.1707605779966637,3.0,4.0,6.0,0.9942642843376904,0.4752257144459388,983,86,63,45,30,21,9.0,9.0,3.0,10,118.2,32.42015833808753,65,186,186,104,10.25215424516558,102.5,112.0,133.25,0.6855892593499213,1.5877807345587716,1182,20.9,6.806043066438988,11,35,35,17,2.15225979431439,17.0,19.0,24.5,0.8317710813242682,0.9379959435305762,209,10,10,9.0,8.0,3,400.3333333333333,230.76467089512064,210,657,334,210,133.2320448607533,272.0,334.0,495.5,1.1866446805326214,,1201,70.33333333333333,43.131581623368895,34,118,59,34,24.902030260826347,46.5,59.0,88.5,1.100788922154644,,211,1827,304668,364927.5,756,1312.5
